cliente_id,ingreso_mensual,antiguedad_laboral_meses,score_buro,edad_cliente,tipo_empleo,num_productos_banco,pagos_tardios_12m,estado_civil,monto_linea_credito
1469,34400.94,82.0,675.0,53.0,Independiente,6,3,soltero,261223.0
1389,27348.33,35.0,600.0,35.0, Asalariado,4,4,Soltero,204008.91
1398,26948.3,83.0,613.0,52.0,ASALARIADO,2,3,soltero,214647.68
1265,29008.08,28.0,657.0,18.0,INDEPENDIENTE,2,1,Soltero,253785.39
1275,,59.0,477.0,53.0, Asalariado,2,2,CASADO,239720.28
1071,14156.67,37.0,693.0,29.0,asalariado,5,1, Soltero,192461.51
1129,19562.11,78.0,667.0,23.0,INDEPENDIENTE,3,1, Soltero,203097.45
1385,11389.14,50.0,563.0,38.0,INDEPENDIENTE,1,1, Casado,152355.25
1099,28398.08,33.0,591.0,43.0,negocio propio,2,3,casado,212448.16
1404,21653.2,102.0,536.0,49.0, Independiente,4,1,casado,182179.92
1022,19212.1,64.0,635.0,47.0,ASALARIADO,5,1,SOLTERO,206159.91
1194,37422.28,58.0,561.0,43.0,Asalariado,3,0, Soltero,262400.76
1006,13931.47,53.0,653.0,47.0,Asalariado,1,1, Casado,173137.15
1454,42654.33,102.0,537.0,38.0,asalariado,2,1, Casado,274623.22
1314,28731.44,118.0,479.0,29.0,Independiente,3,1,CASADO,195437.62
1136,16367.58,68.0,611.0,40.0,ASALARIADO,2,2,soltero,182680.56
1355,34082.01,31.0,549.0,64.0,asalariado,4,3, Soltero,233942.17
1346,7462.47,42.0,598.0,28.0,Independiente,3,0,soltero,152387.58
1484,29936.61,66.0,681.0,37.0,ASALARIADO,2,1,Casado,258381.56
1416,26681.22,82.0,667.0,53.0,asalariado,4,2,Casado,245887.65
1328,24430.9,73.0,612.0,44.0, Asalariado,2,2,Casado,223154.87
1199,24956.46,144.0,850.0,22.0, Negocio propio,2,0, Union libre,270827.33
1459,27831.1,124.0,609.0,43.0,independiente,2,0,SOLTERO,216875.98
1204,30473.48,60.0,745.0,50.0,asalariado,2,2, Soltero,260974.18
1068,21070.01,174.0,651.0,45.0,ASALARIADO,2,3, Soltero,191126.18
1224,,57.0,,43.0,INDEPENDIENTE,3,1,Soltero,146554.7
1128,14895.51,,502.0,32.0,Asalariado,2,0,casado,157517.0
1144,27275.55,82.0,564.0,29.0,Asalariado,2,1,UNION LIBRE,218322.41
1327,11637.66,20.0,689.0,32.0,independiente,2,1,CASADO,191309.26
1499,8078.1,121.0,633.0,44.0, Asalariado,5,0,soltero,167557.44
1140,49767.83,17.0,601.0,43.0,asalariado,4,5,casado,291250.25
1219,23686.7,49.0,736.0,41.0,Asalariado,3,0,SOLTERO,234484.22
2006,12446.71,133.0,648.0,29.0,independiente,4,0,soltero,181325.32
1331,37845.44,96.0,741.0,35.0,Negocio propio,3,0,Soltero,281296.25
1158,33353.29,84.0,,37.0,Asalariado,2,4,CASADO,241703.47
1095,10657.66,119.0,591.0,38.0, Asalariado,1,1,DIVORCIADO,163101.74
1256,31607.37,48.0,723.0,36.0,independiente,2,1,DIVORCIADO,256125.06
1080,,,607.0,29.0,asalariado,2,1, Soltero,202760.92
1132,13298.17,69.0,662.0,39.0,Asalariado,3,1,soltero,190446.95
1227,46398.53,76.0,637.0,42.0, Negocio propio,1,2,CASADO,295599.58
1040,30530.04,48.0,674.0,39.0,independiente,3,1, Soltero,259962.71
1131,21686.62,31.0,608.0,30.0, Negocio propio,7,1,casado,193318.4
2008,32994.8,145.0,526.0,39.0,Asalariado,3,1,DIVORCIADO,235552.29
1190,39032.89,88.0,550.0,50.0,ASALARIADO,2,1,soltero,273278.38
1513,25845.56,44.0,663.0,40.0, Asalariado,3,1,casado,229531.21
1480,47080.23,81.0,715.0,61.0,ASALARIADO,2,2,Soltero,327996.53
1249,49693.07,69.0,628.0,46.0,Asalariado,3,2,Casado,323623.35
1039,17991.91,27.0,617.0,49.0, Asalariado,3,1,Union libre,188362.29
1243,10059.31,67.0,649.0,38.0,ASALARIADO,5,1,soltero,164727.08
1373,32282.75,98.0,465.0,26.0,independiente,2,2, Casado,203697.11
1354,31916.99,93.0,645.0,46.0,INDEPENDIENTE,1,2, Soltero,256110.51
1452,27964.6,36.0,661.0,35.0,Asalariado,4,3,Soltero,222610.78
1139,41972.21,90.0,636.0,41.0,ASALARIADO,2,2, Soltero,260316.19
1023,35391.6,69.0,588.0,40.0, Negocio propio,4,3,soltero,246508.16
1160,14927.98,40.0,642.0,28.0,INDEPENDIENTE,3,0,soltero,173004.2
1395,30966.61,,691.0,37.0,asalariado,3,0,soltero,267417.23
1371,25097.12,50.0,658.0,25.0, Asalariado,4,1,soltero,239453.02
1026,22006.86,92.0,677.0,39.0,ASALARIADO,3,2,SOLTERO,220477.0
1184,34403.45,31.0,743.0,39.0, Asalariado,4,0,casado,292599.12
1241,17546.68,64.0,482.0,22.0,Independiente,4,2,DIVORCIADO,169392.04
1014,34581.55,75.0,640.0,35.0,independiente,2,3, Soltero,252329.34
1146,21469.46,61.0,600.0,38.0, Independiente,5,3,casado,197009.17
1466,21101.26,52.0,611.0,18.0, Independiente,3,1, Casado,206642.6
1421,25783.08,108.0,696.0,55.0,Negocio propio,2,3, Casado,228486.25
1315,32037.9,114.0,673.0,22.0,ASALARIADO,1,0,Divorciado,264352.49
1362,28258.85,69.0,577.0,43.0,asalariado,4,2,Soltero,243188.37
1079,30317.52,42.0,591.0,32.0, Asalariado,2,3,SOLTERO,221564.98
1321,31649.98,22.0,583.0,54.0,independiente,4,3,Soltero,237363.24
1460,24780.17,82.0,761.0,21.0, Negocio propio,3,4, Casado,245518.43
1233,27682.64,83.0,615.0,38.0, Asalariado,5,2,Soltero,225926.05
1430,28339.03,5.0,612.0,36.0,Asalariado,4,2,DIVORCIADO,227341.74
1053,12614.18,78.0,750.0,42.0,Asalariado,2,1,soltero,194557.65
1504,12228.72,35.0,,22.0, Negocio propio,2,0, Soltero,196087.71
1035,30235.83,77.0,765.0,40.0, Independiente,2,0, Soltero,265260.37
1335,25278.65,117.0,551.0,49.0,asalariado,2,1,SOLTERO,215829.52
2005,45573.53,62.0,,41.0, negocio propio,4,0,SOLTERO,305037.34
1377,23256.13,68.0,573.0,51.0,Asalariado,2,2, Soltero,186514.23
1185,28644.43,132.0,703.0,18.0,Independiente,2,1,casado,241933.37
1312,28732.24,99.0,611.0,41.0,Asalariado,5,2, Soltero,245114.71
1424,12415.44,114.0,657.0,39.0,negocio propio,1,1, Soltero,167224.3
1326,31211.58,34.0,518.0,31.0,asalariado,5,1,DIVORCIADO,233659.24
1188,14592.01,55.0,562.0,33.0, Asalariado,3,1, Casado,169592.48
1285,15561.34,45.0,591.0,18.0,ASALARIADO,3,2,DIVORCIADO,172054.36
1392,25462.01,8.0,627.0,40.0, Asalariado,2,2,CASADO,227230.44
1388,29455.6,43.0,626.0,46.0, Asalariado,3,2,DIVORCIADO,239006.14
1508,28696.52,57.0,467.0,19.0,Asalariado,3,1, Union libre,203717.98
1166,17325.12,299.0,534.0,41.0,Independiente,1,2,SOLTERO,176824.69
1436,19857.49,87.0,642.0,37.0,Independiente,5,0,casado,213124.3
1299,10067.86,34.0,670.0,38.0,independiente,2,0,Soltero,176500.08
1024,23686.5,111.0,682.0,43.0,negocio propio,1,2, Divorciado,235709.89
1230,22557.24,24.0,647.0,42.0,Asalariado,5,1, Casado,223771.6
1348,30022.7,11.0,623.0,48.0, Asalariado,6,2,Casado,228439.17
1465,15502.24,90.0,713.0,34.0,INDEPENDIENTE,4,3, Union libre,183287.66
1183,21507.12,31.0,602.0,47.0, Negocio propio,3,0,DIVORCIADO,210658.97
1344,28518.07,80.0,751.0,36.0,Independiente,2,3,Divorciado,253047.11
1042,29616.81,90.0,646.0,34.0,ASALARIADO,1,2, Casado,242314.11
1357,26992.41,39.0,564.0,33.0,asalariado,6,0,casado,240896.27
1237,6748.04,170.0,650.0,53.0,negocio propio,6,0,UNION LIBRE,158915.98
1475,,124.0,565.0,29.0,NEGOCIO PROPIO,3,1,soltero,229556.62
1351,28131.03,104.0,737.0,44.0,Asalariado,3,1,UNION LIBRE,263991.98
1076,30869.13,20.0,640.0,66.0, Independiente,3,0,casado,238459.99
1032,21545.47,55.0,757.0,30.0, Asalariado,3,2, Soltero,231116.65
1447,34071.39,38.0,,22.0, Asalariado,3,0,CASADO,243637.94
1350,,134.0,557.0,39.0,ASALARIADO,2,2,CASADO,270682.67
1046,26858.85,19.0,850.0,40.0,Asalariado,1,2,Soltero,256539.59
1482,37182.32,25.0,749.0,53.0,INDEPENDIENTE,2,2,casado,277167.48
1229,17747.43,123.0,612.0,35.0,INDEPENDIENTE,2,1,DIVORCIADO,195967.25
1109,32142.62,92.0,626.0,30.0,asalariado,7,1,DIVORCIADO,259291.77
1106,23253.78,79.0,734.0,36.0,Asalariado,6,1, Casado,226339.35
1150,26334.91,44.0,739.0,50.0, Negocio propio,3,0,casado,245680.77
1030,28661.98,137.0,645.0,44.0,negocio propio,4,1, Divorciado,254455.7
1182,26864.75,76.0,594.0,44.0,asalariado,2,2, Casado,235690.19
1110,10317.78,79.0,522.0,33.0, Asalariado,3,2, Casado,147693.01
1420,36505.48,112.0,683.0,32.0, Negocio propio,3,3,soltero,257993.75
1123,26869.97,132.0,605.0,56.0, Independiente,5,2,soltero,234220.03
1284,28862.57,97.0,690.0,34.0,Negocio propio,4,1, Casado,254355.85
1105,17064.25,36.0,513.0,19.0,Independiente,3,3,Casado,143156.46
1061,10695.61,93.0,579.0,45.0,asalariado,3,3,Casado,161648.67
1147,19797.18,54.0,605.0,37.0, Asalariado,4,3,casado,199612.63
1084,21755.23,132.0,630.0,41.0,ASALARIADO,2,0,CASADO,215021.61
1316,22479.15,46.0,560.0,41.0,ASALARIADO,4,0,soltero,183233.92
1451,23885.33,142.0,583.0,42.0,ASALARIADO,4,1,union libre,214996.48
1382,36131.18,77.0,499.0,41.0, Asalariado,2,3,SOLTERO,232204.88
1423,19947.6,137.0,732.0,46.0,Negocio propio,2,4,SOLTERO,221709.61
1476,22116.3,60.0,706.0,40.0,independiente,4,1,Union libre,223783.59
1228,40953.18,34.0,602.0,60.0,ASALARIADO,3,0,SOLTERO,281901.02
1488,28657.56,29.0,599.0,51.0,Asalariado,2,3,CASADO,212191.33
1446,12446.71,133.0,648.0,29.0,independiente,4,0,soltero,181325.32
1152,16196.94,78.0,594.0,24.0,INDEPENDIENTE,2,3,Soltero,156815.5
1001,27590.1,34.0,631.0,44.0, Independiente,2,0, Soltero,236976.9
1268,27989.93,73.0,776.0,50.0,ASALARIADO,1,0,Soltero,257946.58
1489,,44.0,557.0,52.0,Negocio propio,3,2,Soltero,166933.87
1458,17811.88,4.0,667.0,21.0, Asalariado,3,1,CASADO,201047.02
1089,29086.35,114.0,661.0,34.0,Independiente,1,2, Casado,240799.19
1461,27668.22,144.0,608.0,37.0,asalariado,3,1,Casado,231919.54
1078,26347.59,104.0,635.0,31.0,asalariado,2,4, Soltero,221046.02
1269,25451.82,72.0,573.0,54.0,Asalariado,1,1,casado,217429.71
1418,,48.0,581.0,47.0, Asalariado,1,4, Casado,222605.14
1124,36553.09,102.0,544.0,29.0,Negocio propio,3,1,Casado,264854.3
1298,21838.73,53.0,618.0,49.0,ASALARIADO,4,2,Casado,203718.62
1370,32177.27,71.0,542.0,25.0,INDEPENDIENTE,4,2, Soltero,242740.68
1096,12699.54,36.0,669.0,37.0,Negocio propio,5,1,casado,190761.91
2004,21914.04,106.0,617.0,26.0,  Negocio propio,5,1,soltero,200951.08
1012,31611.23,77.0,697.0,31.0,Negocio propio,2,1,SOLTERO,262915.72
1115,25613.1,71.0,704.0,35.0,ASALARIADO,1,1,Union libre,238531.89
1332,30419.04,25.0,701.0,53.0,INDEPENDIENTE,3,2, Soltero,260656.37
1429,13251.46,147.0,838.0,21.0,ASALARIADO,2,3,UNION LIBRE,225258.76
1258,21802.67,116.0,576.0,53.0,INDEPENDIENTE,3,1,soltero,206355.98
1220,19084.49,67.0,509.0,46.0,asalariado,3,0, Casado,175867.6
1438,15907.1,59.0,,49.0,independiente,3,1,soltero,181624.29
1253,39693.93,11.0,705.0,36.0, Asalariado,3,1,Soltero,265674.9
1353,20146.98,46.0,746.0,45.0,asalariado,3,1,Casado,222005.66
1141,28522.48,116.0,457.0,27.0,ASALARIADO,4,1,Casado,208915.29
1262,22735.71,40.0,555.0,38.0, Asalariado,2,2,CASADO,200528.76
1444,36225.62,90.0,785.0,36.0,INDEPENDIENTE,5,0, Casado,283873.64
1179,23991.57,15.0,726.0,33.0, Independiente,5,3, Soltero,220799.82
1411,12401.42,,602.0,40.0, Asalariado,3,1,soltero,168241.57
1279,35124.72,45.0,706.0,46.0,negocio propio,3,1,Casado,285318.65
1020,24575.63,28.0,532.0,42.0,asalariado,5,0, Casado,205046.56
1356,26979.46,70.0,600.0,34.0, Asalariado,5,1,casado,222178.94
1170,24653.52,79.0,617.0,18.0,Asalariado,4,1,Soltero,225705.01
1240,20499.76,72.0,484.0,29.0, Independiente,3,0,Casado,163410.16
1278,15544.5,136.0,617.0,29.0,INDEPENDIENTE,2,1,casado,172572.21
1161,16796.51,54.0,647.0,37.0,ASALARIADO,3,1,Casado,188170.02
1074,29225.87,36.0,523.0,44.0,independiente,3,1, Soltero,229633.35
1018,16849.5,63.0,566.0,30.0,Independiente,2,2,SOLTERO,161839.87
1063,26383.4,190.0,649.0,27.0, Independiente,2,4, Divorciado,224800.42
1250,15041.68,54.0,471.0,53.0,INDEPENDIENTE,3,0, Soltero,138174.37
1493,22566.89,72.0,682.0,41.0,asalariado,3,2,Casado,214156.12
1048,26900.56,24.0,678.0,41.0,NEGOCIO PROPIO,1,1,divorciado,234630.94
2003,24412.33,57.0,534.0,35.0,asalariado,4,1,soltero,200858.23
1506,20380.29,107.0,647.0,50.0,ASALARIADO,3,3,soltero,197337.76
1021,23428.67,48.0,530.0,43.0,negocio propio,1,3,CASADO,179748.87
1425,17450.86,107.0,683.0,32.0,Asalariado,4,3,CASADO,205064.94
1193,21742.91,44.0,560.0,41.0,ASALARIADO,1,1,Casado,200578.45
1216,33523.44,,744.0,57.0,asalariado,6,5, Soltero,265288.98
1245,43098.6,103.0,611.0,39.0,ASALARIADO,3,0,SOLTERO,296797.0
1364,16002.44,21.0,535.0,34.0,asalariado,1,1,CASADO,165078.23
1060,33230.37,59.0,546.0,37.0,Negocio propio,1,1, Casado,247225.84
1222,27061.22,34.0,673.0,52.0,Negocio propio,2,2,CASADO,227580.15
1177,38422.28,79.0,677.0,36.0,Asalariado,7,1,DIVORCIADO,295620.8
1450,28258.71,58.0,651.0,43.0,ASALARIADO,1,1, Soltero,240877.62
1056,19569.54,33.0,451.0,29.0, Independiente,1,2,casado,148007.54
1255,22915.14,128.0,707.0,28.0, Asalariado,1,1,SOLTERO,223027.01
1386,18249.84,12.0,727.0,18.0,asalariado,2,0,union libre,231437.5
1198,21645.86,116.0,572.0,48.0, Independiente,2,0,SOLTERO,198811.92
1069,32292.79,161.0,633.0,31.0,independiente,4,0, Soltero,250298.71
1169,23668.58,111.0,659.0,44.0,Asalariado,2,2, Casado,206928.6
1186,38053.93,38.0,795.0,25.0,NEGOCIO PROPIO,4,0,Soltero,297997.29
1036,34596.26,28.0,693.0,60.0,asalariado,3,0,Soltero,287559.98
