id_cliente,canal_adquisicion,cac_mxn,cohorte_mes,ciudad,dispositivo_registro,edad,newsletter,descuento_primera,monto_primera_compra,categoria_primera,piezas_primera,pedidos_90d,dias_a_segunda_compra_90d,tasa_devolucion_90d,activo_app_90d,gasto_12m
500641,instagram,389.0,4,Guadalajara,Movil,18.0,1,10,444.0,Ropa,3,1,14.0,0.347,0,444.0
500564,Organico,80.0,5,CDMX,Escritorio,25.0,1,0,376.0,Ropa,1,3,27.0,0.362,1,
500673,Organico,133.0,6,Monterrey,Tablet,35.0,0,0,402.0,Ropa,3,2,18.0,0.254,0,480.0
501670,Organico,207.0,5,CDMX,Movil,40.0,0,25,327.0,Calzado,2,3,20.0,0.195,0,653.0
500756,Instagram,290.0,2,Guadalajara,Tablet,41.0,0,15,479.0,Deportivo,2,1,55.0,0.298,0,479.0
500116,Google Ads,511.0,11,Puebla,Escritorio,31.0,0,0,348.0,Accesorios,4,5,48.0,0.297,0,681.0
501580,Instagram,285.0,3,Merida,Movil,25.0,0,0,421.0,Ropa,2,1,62.0,0.31,0,421.0
501014,Google Ads,461.0,3,CDMX,Escritorio,37.0,1,15,579.0,Deportivo,1,1,39.0,0.099,0,579.0
500731,Instagram,692.0,6,Merida,Escritorio,34.0,1,25,486.0,Calzado,2,2,63.0,0.073,0,486.0
501491,Afiliados,185.0,9,CDMX,Movil,39.0,0,20,368.0,Calzado,4,0,,0.0,0,368.0
501639,Instagram,379.0,3,CDMX,Movil,41.0,1,5,668.0,Ropa,4,2,13.0,0.32,0,852.0
501961,Google Ads,498.0,9,CDMX,Escritorio,47.0,0,0,553.0,Ropa,1,1,10.0,0.126,1,
501719,Organico,114.0,12,CDMX,Movil,43.0,0,25,448.0,Ropa,1,1,4.0,0.215,0,601.0
500792,Instagram,381.0,10,CDMX,Movil,37.0,0,0,559.0,Accesorios,1,3,23.0,0.679,0,619.0
500993,Referido,148.0,12,Guadalajara,Movil,29.0,0,0,784.0,Accesorios,3,2,9.0,0.109,0,797.0
501634,Google Ads,452.0,9,Guadalajara,Movil,18.0,1,25,368.0,Accesorios,1,0,,0.0,1,368.0
500038,Referido,129.0,4,Puebla,Movil,26.0,1,25,377.0,Calzado,3,1,4.0,0.154,0,377.0
500953,Instagram,356.0,6,Guadalajara,Movil,39.0,1,0,194.0,Ropa,1,1,14.0,0.018,0,322.0
500439,Google Ads,488.0,5,CDMX,Escritorio,34.0,0,30,335.0,Ropa,1,0,,0.0,0,335.0
501988,Google Ads,546.0,1,CDMX,Movil,37.0,0,0,280.0,Accesorios,1,0,,0.0,0,280.0
501641,Google Ads,666.0,10,CDMX,Movil,49.0,0,5,700.0,Calzado,2,2,30.0,0.125,0,700.0
500804,Afiliados,151.0,7,Guadalajara,Movil,32.0,0,25,419.0,Ropa,3,3,83.0,0.09,0,419.0
501407,Organico,144.0,4,Puebla,Movil,45.0,1,20,294.0,Accesorios,2,0,,0.0,1,481.0
500750,Instagram,308.0,10,Puebla,Escritorio,48.0,1,10,682.0,Ropa,2,0,,0.0,0,682.0
501714,Instagram,349.0,3,Monterrey,Movil,20.0,0,5,468.0,Calzado,1,1,20.0,0.13,1,758.0
501550,Instagram,299.0,6,Monterrey,Escritorio,25.0,1,20,387.0,Ropa,1,3,10.0,0.188,0,403.0
500575,Google Ads,,11,CDMX,Escritorio,46.0,0,5,489.0,Accesorios,5,1,56.0,0.061,0,540.0
500262,Afiliados,188.0,7,CDMX,Movil,23.0,0,20,199.0,Calzado,3,4,82.0,0.006,0,199.0
500860,Referido,124.0,2,Guadalajara,Movil,36.0,1,0,553.0,Ropa,1,7,62.0,0.231,0,
500751,Afiliados,176.0,2,Monterrey,Movil,,0,20,362.0,Accesorios,1,0,,0.0,0,362.0
500225,Google Ads,333.0,7,Guadalajara,Movil,18.0,0,20,329.0,Ropa,1,0,,0.0,0,329.0
501975,Instagram,328.0,5,Puebla,Movil,38.0,1,0,423.0,Accesorios,2,1,10.0,0.086,1,1106.0
501190,Organico,127.0,7,Monterrey,Movil,34.0,1,0,1206.0,Accesorios,1,5,17.0,0.1,1,1206.0
500970,Google Ads,506.0,10,Guadalajara,Movil,40.0,1,5,515.0,Calzado,2,3,17.0,0.492,0,515.0
501528,Afiliados,274.0,1,CDMX,Escritorio,40.0,1,15,252.0,Calzado,1,1,73.0,0.083,0,252.0
500352,Google Ads,430.0,8,Puebla,Movil,38.0,1,15,522.0,Ropa,1,4,35.0,0.269,1,522.0
500547,Instagram,421.0,9,Guadalajara,Movil,26.0,0,25,309.0,Ropa,3,3,13.0,0.022,1,442.0
501615,Afiliados,178.0,5,CDMX,Movil,32.0,0,25,366.0,Ropa,1,1,77.0,0.014,0,366.0
500864,Instagram,336.0,1,Monterrey,Movil,43.0,0,0,289.0,Calzado,3,1,21.0,0.321,1,329.0
500237,Instagram,387.0,4,Puebla,Tablet,42.0,0,0,486.0,Deportivo,2,3,65.0,0.197,0,565.0
500446,Referido,110.0,3,CDMX,Movil,36.0,0,10,592.0,Deportivo,1,3,4.0,0.17,1,792.0
500379,Organico,112.0,11,CDMX,Escritorio,47.0,1,0,527.0,Calzado,3,3,14.0,0.142,0,527.0
501438,Instagram,353.0,8,Puebla,Movil,,1,15,406.0,Accesorios,1,1,40.0,0.044,0,406.0
501047,Instagram,435.0,4,CDMX,Movil,51.0,1,0,366.0,Deportivo,1,2,60.0,0.107,0,366.0
500367,Afiliados,187.0,5,Merida,Movil,31.0,0,15,399.0,Deportivo,2,0,,0.0,0,399.0
500930,Google Ads,464.0,5,Puebla,Escritorio,36.0,0,0,259.0,Calzado,1,1,14.0,0.186,0,432.0
501302,Instagram,289.0,2,Guadalajara,Movil,43.0,1,15,278.0,Ropa,4,0,,0.0,0,278.0
501063,Google Ads,421.0,12,Guadalajara,Tablet,19.0,1,10,435.0,Accesorios,1,0,,0.0,0,435.0
500760,Organico,101.0,8,Guadalajara,Movil,42.0,0,0,679.0,Calzado,2,1,18.0,0.079,0,
501289,Referido,148.0,11,Monterrey,Movil,46.0,1,0,429.0,Calzado,2,1,26.0,0.223,0,476.0
500881,Afiliados,218.0,6,Guadalajara,Movil,36.0,1,25,345.0,Accesorios,3,0,,0.0,0,345.0
500598,Google Ads,624.0,11,CDMX,Movil,47.0,1,15,161.0,Ropa,2,0,,0.0,0,179.0
501884,Google Ads,364.0,11,Puebla,Tablet,,0,25,433.0,Ropa,3,3,16.0,0.113,0,433.0
501421,Google Ads,492.0,1,Merida,Movil,44.0,1,0,424.0,Calzado,2,2,15.0,0.045,0,443.0
501865,Referido,135.0,12,Puebla,Escritorio,35.0,1,15,494.0,Ropa,2,1,24.0,0.434,1,645.0
501780,Organico,140.0,3,Merida,Escritorio,40.0,1,5,608.0,Calzado,2,0,,0.0,0,763.0
500715,Afiliados,184.0,7,CDMX,Escritorio,,1,20,176.0,Deportivo,3,0,,0.0,1,176.0
500115,Afiliados,200.0,10,Merida,Movil,42.0,1,20,260.0,Calzado,3,0,,0.0,0,260.0
501497,Instagram,527.0,11,CDMX,Movil,43.0,1,20,689.0,Deportivo,1,3,9.0,0.241,1,800.0
500542,Instagram,313.0,7,Guadalajara,Movil,38.0,1,20,410.0,Calzado,3,2,33.0,0.27,0,507.0
500155,Referido,136.0,3,CDMX,Escritorio,41.0,1,0,584.0,Calzado,2,3,90.0,0.455,0,712.0
500935,Referido,127.0,3,CDMX,Movil,49.0,0,0,1151.0,Ropa,2,1,6.0,0.188,0,1151.0
500905,Instagram,356.0,5,Puebla,Movil,21.0,1,0,382.0,Ropa,1,0,,0.0,1,399.0
500668,Afiliados,163.0,2,Merida,Movil,,1,25,284.0,Deportivo,3,0,,0.0,0,284.0
501585,Afiliados,227.0,3,Monterrey,Movil,22.0,1,25,223.0,Accesorios,1,2,21.0,0.342,0,223.0
500304,Instagram,469.0,4,Guadalajara,Tablet,0.0,1,25,326.0,Ropa,2,0,,0.0,1,
500768,Organico,112.0,6,Monterrey,Movil,32.0,0,0,345.0,Calzado,3,2,24.0,0.488,0,663.0
500955,Afiliados,224.0,6,Merida,Escritorio,38.0,0,30,279.0,Ropa,1,1,9.0,0.024,1,279.0
500082, Referido,312.0,4,Merida,Escritorio,44.0,0,0,483.0,Ropa,1,0,,0.0,1,483.0
500199,Organico,140.0,3,CDMX,Movil,39.0,1,15,524.0,Accesorios,2,5,4.0,0.187,0,721.0
501380,Referido,184.0,11,CDMX,Escritorio,44.0,1,0,1343.0,Calzado,1,2,9.0,0.435,0,1462.0
500415,Afiliados,208.0,7,Guadalajara,Movil,55.0,1,0,262.0,Deportivo,1,3,2.0,0.48,0,288.0
500004,Afiliados,247.0,2,CDMX,Movil,,0,20,167.0,Ropa,1,0,,0.0,0,167.0
501584,Organico,123.0,1,Guadalajara,Movil,37.0,0,25,319.0,Calzado,2,0,,0.0,0,358.0
501078,Organico,151.0,10,CDMX,Escritorio,18.0,1,20,439.0,Calzado,2,3,5.0,0.374,0,699.0
500142,Organico,153.0,3,CDMX,Movil,40.0,0,25,435.0,Accesorios,2,6,21.0,0.021,0,435.0
501573,Instagram,385.0,9,Guadalajara,Movil,18.0,1,0,516.0,Deportivo,4,0,,0.0,0,516.0
501839,Instagram,263.0,12,Puebla,Movil,46.0,1,30,217.0,Deportivo,1,1,23.0,0.125,0,556.0
500693,Afiliados,187.0,3,CDMX,Movil,26.0,0,30,348.0,Calzado,1,0,,0.0,1,348.0
500448,Afiliados,216.0,8,Guadalajara,Movil,34.0,1,5,211.0,Ropa,2,0,,0.0,0,211.0
501627,Instagram,419.0,7,CDMX,Movil,28.0,1,0,514.0,Deportivo,2,2,24.0,0.343,1,576.0
500797,Referido,191.0,1,Guadalajara,Movil,42.0,0,0,313.0,Calzado,1,1,62.0,0.192,0,657.0
500443,Referido,125.0,7,Monterrey,Movil,27.0,0,25,186.0,Calzado,4,2,82.0,0.242,1,401.0
500105,Google Ads,368.0,4,CDMX,Movil,48.0,0,30,340.0,Accesorios,1,1,42.0,0.042,0,340.0
500720,Referido,231.0,7,CDMX,Escritorio,35.0,1,5,474.0,Ropa,1,2,45.0,0.631,0,734.0
500422,instagram,204.0,3,Puebla,Movil,27.0,0,5,590.0,Accesorios,1,1,23.0,0.387,0,590.0
501819,Google Ads,425.0,12,Puebla,Movil,23.0,1,0,550.0,Ropa,1,3,28.0,0.398,1,859.0
501778,Organico,121.0,2,CDMX,Movil,46.0,1,0,425.0,Calzado,1,2,43.0,0.278,0,425.0
500426,Instagram,407.0,10,Guadalajara,Movil,49.0,1,0,373.0,Ropa,2,2,18.0,0.32,0,622.0
501518,Organico,154.0,10,Puebla,Movil,42.0,1,0,579.0,Ropa,4,1,38.0,0.316,1,1299.0
500001,Google Ads,337.0,3,Guadalajara,Movil,38.0,0,0,641.0,Accesorios,1,1,14.0,0.304,0,641.0
501543,Organico,136.0,11,Monterrey,Movil,32.0,1,15,783.0,Deportivo,1,1,24.0,0.281,0,1427.0
501938,Afiliados,216.0,11,CDMX,Movil,38.0,0,15,232.0,Accesorios,6,1,70.0,0.287,0,232.0
501131,Referido,178.0,2,CDMX,Movil,18.0,0,0,421.0,Accesorios,1,3,7.0,0.272,1,804.0
500867,Afiliados,286.0,9,Puebla,Movil,51.0,0,10,341.0,Accesorios,1,1,90.0,0.016,0,341.0
500188,Organico,127.0,12,CDMX,Escritorio,37.0,1,5,1237.0,Ropa,1,2,24.0,0.003,1,1237.0
500717,Organico,121.0,7,Monterrey,Movil,18.0,1,15,661.0,Ropa,4,1,38.0,0.269,1,661.0
500548,Google Ads,489.0,1,CDMX,Movil,38.0,0,30,293.0,Ropa,2,1,18.0,0.173,0,373.0
501065,Organico,104.0,9,CDMX,Movil,30.0,0,5,571.0,Deportivo,1,0,,0.0,1,593.0
500092,Organico,137.0,7,CDMX,Escritorio,44.0,1,0,398.0,Calzado,2,2,32.0,0.034,0,398.0
501384,Google Ads,290.0,10,Guadalajara,Escritorio,39.0,1,5,456.0,Calzado,1,1,53.0,0.258,1,456.0
501083,Instagram,253.0,9,Puebla,Escritorio,53.0,0,20,420.0,Ropa,3,1,51.0,0.13,1,420.0
501386,Afiliados,244.0,8,Merida,Movil,31.0,0,25,334.0,Ropa,1,0,,0.0,0,334.0
500735,Referido,123.0,10,Puebla,Movil,44.0,1,0,655.0,Accesorios,1,4,8.0,0.325,0,657.0
500987,Instagram,460.0,4,CDMX,Movil,29.0,1,5,454.0,Ropa,2,1,76.0,0.336,0,454.0
500691,Afiliados,162.0,7,CDMX,Tablet,28.0,1,25,300.0,Calzado,1,2,44.0,0.005,0,300.0
501741,Organico,137.0,12,CDMX,Movil,28.0,1,30,416.0,Accesorios,1,0,,0.0,1,416.0
500062,Instagram,479.0,7,Merida,Escritorio,35.0,0,0,558.0,Accesorios,1,0,,0.0,0,558.0
501563,Google Ads,472.0,1,Guadalajara,Movil,42.0,0,0,328.0,Ropa,1,3,14.0,0.419,0,471.0
500671,Instagram,312.0,8,Guadalajara,Escritorio,59.0,0,25,234.0,Calzado,1,2,35.0,0.057,0,310.0
500442,Instagram,301.0,7,CDMX,Escritorio,32.0,0,0,240.0,Ropa,1,0,,0.0,0,240.0
500772,Organico,171.0,3,Guadalajara,Tablet,46.0,0,0,592.0,Calzado,1,1,29.0,0.102,0,592.0
500855,Referido,145.0,9,Monterrey,Movil,42.0,0,15,-415.0,Accesorios,2,2,27.0,0.043,0,611.0
501118,Instagram,325.0,9,Monterrey,Movil,33.0,1,15,254.0,Ropa,1,0,,0.0,0,254.0
501729,Instagram,430.0,10,Merida,Movil,40.0,0,25,364.0,Accesorios,1,1,5.0,0.075,0,364.0
500513,Afiliados,216.0,10,CDMX,Movil,23.0,1,0,397.0,Ropa,2,5,23.0,0.408,0,397.0
500712,Google Ads,482.0,4,Merida,Movil,31.0,1,0,535.0,Calzado,1,0,,0.0,0,535.0
500759,Afiliados,188.0,1,Monterrey,Movil,,1,15,233.0,Accesorios,1,1,11.0,0.246,1,242.0
500127,Google Ads,321.0,2,Monterrey,Movil,39.0,1,0,347.0,Accesorios,1,2,2.0,0.173,0,355.0
501872,Google Ads,360.0,2,Puebla,Movil,27.0,0,0,517.0,Calzado,5,1,10.0,0.105,0,517.0
500137,Google Ads,406.0,11,Guadalajara,Movil,54.0,0,10,782.0,Calzado,3,4,9.0,0.199,1,1347.0
501125,Organico,124.0,12,Monterrey,Escritorio,51.0,1,25,463.0,Ropa,3,0,,0.0,0,463.0
500519,Afiliados,166.0,11,CDMX,Movil,41.0,0,30,340.0,Accesorios,1,0,,0.0,1,448.0
500163,Organico,99.0,5,CDMX,Escritorio,37.0,0,20,724.0,Ropa,4,1,34.0,0.294,0,724.0
500459,Instagram,343.0,6,Monterrey,Movil,42.0,1,5,696.0,Calzado,1,2,30.0,0.825,0,1532.0
501234,Referido,160.0,12,Monterrey,Escritorio,32.0,1,0,1469.0,Ropa,1,7,3.0,0.719,0,1748.0
501936,Referido,196.0,9,Merida,Escritorio,41.0,1,0,854.0,Calzado,1,1,24.0,0.278,0,1441.0
501763,Organico,131.0,3,Guadalajara,Escritorio,34.0,1,25,333.0,Accesorios,1,1,45.0,0.347,0,333.0
501123,Google Ads,440.0,7,Puebla,Movil,37.0,0,0,600.0,Accesorios,1,4,24.0,0.106,0,600.0
500327,Instagram,633.0,10,CDMX,Movil,44.0,0,5,387.0,Ropa,1,3,29.0,0.502,0,387.0
500839,Referido,159.0,10,Guadalajara,Movil,29.0,0,0,758.0,Calzado,1,0,,0.0,0,758.0
501560,Organico,106.0,10,Monterrey,Movil,28.0,1,0,510.0,Ropa,1,1,3.0,0.315,0,591.0
501601,Afiliados,233.0,1,CDMX,Movil,34.0,0,20,228.0,Ropa,1,0,,0.0,0,228.0
501299,Instagram,499.0,12,CDMX,Movil,40.0,0,0,339.0,Accesorios,2,0,,0.0,1,344.0
501361,Organico,,3,Merida,Escritorio,18.0,1,0,532.0,Deportivo,2,4,57.0,0.212,0,819.0
500384,Google Ads,386.0,8,Monterrey,Escritorio,41.0,0,25,229.0,Ropa,2,0,,0.0,0,307.0
501833,Afiliados,326.0,8,Guadalajara,Movil,33.0,0,20,186.0,Ropa,5,0,,0.0,0,186.0
500763,Organico,,8,Merida,Movil,25.0,0,20,346.0,Ropa,1,3,67.0,0.14,0,481.0
501070,Referido,,8,CDMX,Movil,38.0,0,25,777.0,Accesorios,3,2,40.0,0.146,0,
500297,Organico,99.0,4,CDMX,Escritorio,35.0,0,0,833.0,Accesorios,4,1,3.0,0.585,1,1083.0
500073,Instagram,369.0,6,Monterrey,Movil,18.0,0,25,491.0,Ropa,2,0,,0.0,0,584.0
501772,Afiliados,298.0,12,Merida,Movil,,1,30,299.0,Ropa,2,0,,0.0,0,299.0
501567,Referido,145.0,12,Guadalajara,Movil,36.0,0,10,461.0,Ropa,1,1,4.0,0.12,1,642.0
501303,Referido,193.0,9,Sin dato,Escritorio,20.0,1,25,878.0,Accesorios,2,3,19.0,0.083,1,1577.0
500637,Afiliados,158.0,10,Guadalajara,Movil,46.0,0,20,241.0,Accesorios,1,0,,0.0,0,241.0
501260,Instagram,422.0,6,Puebla,Movil,45.0,0,10,198.0,Calzado,2,0,,0.0,0,198.0
501394,Afiliados,210.0,2,Monterrey,Movil,46.0,1,25,221.0,Ropa,2,0,,0.0,0,221.0
501843,Google Ads,574.0,2,CDMX,Movil,34.0,1,0,510.0,Calzado,4,2,57.0,0.041,0,
500053,Instagram,416.0,9,CDMX,Movil,40.0,1,25,322.0,Ropa,3,4,15.0,0.216,1,635.0
501830,Instagram,348.0,11,CDMX,Tablet,30.0,0,25,576.0,Ropa,1,1,14.0,0.213,0,576.0
501464,Instagram,229.0,4,CDMX,Movil,41.0,1,25,288.0,Accesorios,1,0,,0.0,0,288.0
501094,Google Ads,456.0,3,Merida,Movil,32.0,0,0,359.0,Ropa,1,0,,0.0,0,359.0
501350,Instagram,205.0,2,CDMX,Movil,33.0,1,25,562.0,Ropa,2,0,,0.0,0,562.0
501172,Organico,186.0,10,Puebla,Movil,49.0,1,20,685.0,Accesorios,2,0,,0.0,0,685.0
501427,Afiliados,188.0,5,Merida,Movil,36.0,0,5,516.0,Ropa,3,2,44.0,0.034,1,516.0
500937,Google Ads,405.0,7,CDMX,Movil,30.0,0,15,271.0,Accesorios,3,0,,0.0,0,365.0
501411,Organico,94.0,10,Guadalajara,Movil,36.0,0,0,759.0,Ropa,2,2,5.0,0.511,0,985.0
500133,Organico,169.0,7,CDMX,Movil,22.0,0,15,589.0,Ropa,3,1,22.0,0.24,0,589.0
501531,Instagram,406.0,7,CDMX,Movil,18.0,1,0,519.0,Accesorios,1,1,3.0,0.08,0,519.0
500769,Organico,129.0,11,CDMX,Movil,39.0,1,20,368.0,Calzado,3,0,,0.0,1,368.0
501685,Referido,168.0,11,Puebla,Escritorio,54.0,1,5,746.0,Deportivo,4,1,37.0,0.249,0,746.0
500757,Google Ads,500.0,3,CDMX,Movil,21.0,0,0,677.0,Calzado,2,0,,0.0,1,677.0
500358,Instagram,410.0,8,CDMX,Movil,47.0,0,0,296.0,Deportivo,1,3,21.0,0.119,1,704.0
500085,Instagram,457.0,8,Merida,Movil,40.0,0,10,333.0,Ropa,2,1,36.0,0.324,0,334.0
501901,Instagram,375.0,4,Guadalajara,Movil,25.0,1,0,328.0,Accesorios,2,3,17.0,0.163,1,
501379,Instagram,252.0,3,CDMX,Escritorio,37.0,0,0,782.0,Calzado,1,0,,0.0,0,782.0
501424,Afiliados,282.0,11,Sin dato,Escritorio,47.0,1,20,407.0,Calzado,1,1,77.0,0.051,0,407.0
500904,Referido,132.0,9,Guadalajara,Movil,18.0,1,15,605.0,Deportivo,3,5,18.0,0.124,1,605.0
501251,Instagram,432.0,9,CDMX,Tablet,45.0,1,5,501.0,Calzado,2,0,,0.0,0,501.0
500154,Google Ads,483.0,2,Guadalajara,Escritorio,,1,5,377.0,Ropa,5,1,19.0,0.241,1,653.0
500277,Google Ads,330.0,3,Monterrey,Tablet,31.0,1,0,848.0,Accesorios,4,1,29.0,0.115,0,848.0
501795,Instagram,277.0,7,Puebla,Movil,41.0,1,20,588.0,Ropa,1,3,8.0,0.143,0,861.0
500627,Google Ads,469.0,10,Guadalajara,Movil,24.0,0,5,651.0,Ropa,3,0,,0.0,0,651.0
501177,Organico,190.0,12,Merida,Escritorio,29.0,1,5,362.0,Ropa,3,1,4.0,0.218,0,390.0
500030,Organico,120.0,7,Monterrey,Movil,35.0,1,5,653.0,Deportivo,3,0,,0.0,0,1019.0
500450,Instagram,445.0,12,CDMX,Escritorio,39.0,1,25,187.0,Calzado,3,1,59.0,0.448,0,484.0
500866,Instagram,441.0,6,Puebla,Movil,42.0,0,20,756.0,Ropa,1,1,60.0,0.129,1,756.0
501578,Organico,116.0,9,CDMX,Escritorio,55.0,1,0,559.0,Calzado,2,0,,0.0,1,1063.0
501959,Google Ads,299.0,10,Guadalajara,Movil,33.0,0,10,219.0,Accesorios,1,0,,0.0,1,219.0
501680,Instagram,449.0,2,Monterrey,Movil,36.0,0,0,244.0,Calzado,1,0,,0.0,0,291.0
501098,Afiliados,222.0,10,Puebla,Movil,36.0,0,20,315.0,Ropa,3,0,,0.0,0,315.0
501020,Afiliados,,4,Puebla,Movil,37.0,0,25,273.0,Ropa,1,0,,0.0,1,273.0
500460,Referido,136.0,1,Puebla,Escritorio,36.0,1,5,302.0,Accesorios,1,1,14.0,0.07,0,302.0
500945,Instagram,441.0,8,CDMX,Movil,35.0,0,15,264.0,Deportivo,1,1,32.0,0.025,0,306.0
500471,Organico,121.0,6,Guadalajara,Tablet,36.0,0,30,301.0,Ropa,2,1,46.0,0.236,0,301.0
501740,Instagram,223.0,4,Monterrey,Movil,42.0,0,0,352.0,Accesorios,2,2,13.0,0.044,1,
500452,Referido,131.0,5,Monterrey,Movil,33.0,1,15,382.0,Accesorios,1,1,36.0,0.246,0,435.0
500226,Instagram,304.0,4,Guadalajara,Escritorio,23.0,0,25,284.0,Accesorios,1,1,16.0,0.279,1,361.0
500685,Organico,136.0,2,CDMX,Movil,25.0,1,0,508.0,Accesorios,1,0,,0.0,0,508.0
501659,Organico,89.0,4,CDMX,Escritorio,31.0,0,0,513.0,Calzado,2,0,,0.0,0,513.0
500829,Afiliados,198.0,12,Puebla,Movil,33.0,0,5,189.0,Calzado,3,1,90.0,0.109,0,189.0
500385,Organico,91.0,8,CDMX,Escritorio,31.0,1,0,400.0,Accesorios,1,4,15.0,0.332,1,1216.0
501705,Organico,73.0,4,Monterrey,Movil,29.0,0,0,828.0,Ropa,3,0,,0.0,1,828.0
500956,instagram,,5,Puebla,Movil,44.0,0,0,248.0,Accesorios,4,1,23.0,0.159,0,261.0
501636,Referido,135.0,4,Guadalajara,Movil,42.0,1,0,664.0,Ropa,1,3,16.0,0.102,1,880.0
500787,Google Ads,449.0,8,Puebla,Movil,18.0,1,10,318.0,Accesorios,3,1,23.0,0.014,1,
501124,Google Ads,441.0,2,CDMX,Movil,30.0,0,0,631.0,Ropa,4,1,31.0,0.243,1,631.0
500147,Organico,127.0,2,CDMX,Escritorio,29.0,1,5,412.0,Ropa,1,1,8.0,0.1,0,412.0
500281,Google Ads,395.0,3,Puebla,Escritorio,34.0,0,15,400.0,Accesorios,1,2,11.0,0.162,1,578.0
501178,Organico,76.0,10,Guadalajara,Movil,31.0,1,5,480.0,Ropa,1,2,19.0,0.011,0,640.0
500342,Referido,139.0,5,Guadalajara,Movil,22.0,1,30,466.0,Ropa,1,1,47.0,0.08,0,466.0
500968,Afiliados,161.0,7,Puebla,Movil,46.0,0,25,206.0,Ropa,2,2,30.0,0.032,0,206.0
500859,Organico,125.0,4,CDMX,Escritorio,38.0,0,0,671.0,Ropa,3,2,8.0,0.342,0,876.0
501218,Google Ads,476.0,8,Merida,Escritorio,30.0,0,0,457.0,Calzado,2,2,57.0,0.628,1,502.0
501902,Afiliados,279.0,6,Guadalajara,Escritorio,42.0,0,20,547.0,Accesorios,3,2,34.0,0.13,1,547.0
501970,Google Ads,455.0,7,Merida,Movil,43.0,1,20,214.0,Accesorios,1,1,17.0,0.064,1,224.0
501016,Google Ads,420.0,1,Puebla,Movil,27.0,1,20,696.0,Ropa,2,1,54.0,0.104,1,696.0
500211,Google Ads,554.0,1,CDMX,Tablet,25.0,0,5,154.0,Ropa,3,1,21.0,0.518,0,233.0
501140,Google Ads,428.0,2,CDMX,Movil,22.0,0,20,1019.0,Calzado,1,0,,0.0,1,1019.0
501655,Instagram,362.0,11,Puebla,Movil,26.0,1,5,543.0,Calzado,2,3,16.0,0.427,1,543.0
501558,Organico,98.0,5,Guadalajara,Movil,36.0,1,30,531.0,Ropa,2,2,17.0,0.062,0,533.0
500923,Google Ads,354.0,12,Puebla,Escritorio,36.0,0,0,671.0,Deportivo,1,0,,0.0,0,671.0
502000,Instagram,391.0,5,CDMX,Movil,48.0,1,0,288.0,Accesorios,1,0,,0.0,0,288.0
500070,Instagram,448.0,8,Merida,Escritorio,49.0,0,0,681.0,Ropa,1,1,29.0,0.179,0,681.0
501749,Afiliados,203.0,3,CDMX,Escritorio,39.0,0,10,336.0,Ropa,1,0,,0.0,0,336.0
501321,Afiliados,191.0,5,CDMX,Movil,,0,20,316.0,Deportivo,2,0,,0.0,0,316.0
500702,Google Ads,516.0,11,CDMX,Movil,45.0,0,0,379.0,Ropa,1,2,5.0,0.072,0,742.0
500151,Instagram,340.0,12,Guadalajara,Movil,28.0,1,10,599.0,Ropa,2,3,9.0,0.13,1,834.0
501792,Organico,93.0,4,CDMX,Movil,42.0,0,0,727.0,Calzado,2,0,,0.0,1,742.0
500496,Referido,142.0,8,CDMX,Movil,30.0,0,30,559.0,Calzado,1,1,31.0,0.381,1,2175.0
501534,Organico,156.0,3,CDMX,Movil,35.0,1,15,431.0,Accesorios,2,2,9.0,0.696,1,1381.0
501784,Organico,79.0,5,CDMX,Movil,22.0,0,0,1320.0,Deportivo,6,1,15.0,0.334,0,1320.0
501446,Referido,145.0,10,Puebla,Movil,32.0,1,25,826.0,Accesorios,2,1,13.0,0.314,1,826.0
500285,instagram,447.0,3,CDMX,Movil,29.0,1,5,485.0,Ropa,2,3,27.0,0.183,0,595.0
501344,Referido,93.0,4,Merida,Movil,34.0,0,5,341.0,Calzado,1,1,31.0,0.276,1,711.0
500287,Organico,137.0,3,Merida,Tablet,44.0,0,0,651.0,Ropa,1,1,50.0,0.071,0,651.0
500191,Afiliados,220.0,6,CDMX,Escritorio,,1,20,413.0,Ropa,1,1,34.0,0.221,0,413.0
500757,Google Ads,500.0,3,CDMX,Movil,21.0,0,0,677.0,Calzado,2,0,,0.0,1,677.0
501896,Organico,175.0,8,CDMX,Movil,47.0,0,0,552.0,Ropa,2,4,60.0,0.243,0,552.0
500387,Instagram,498.0,9,Guadalajara,Movil,31.0,0,5,414.0,Accesorios,2,0,,0.0,0,414.0
500446,Referido,110.0,3,CDMX,Movil,36.0,0,10,592.0,Deportivo,1,3,4.0,0.17,1,792.0
500177,Afiliados,209.0,7,CDMX,Movil,38.0,0,15,235.0,Ropa,3,2,55.0,0.425,0,235.0
501482,Google Ads,470.0,4,Guadalajara,Movil,45.0,0,15,485.0,Deportivo,1,4,6.0,0.382,0,838.0
500764,Afiliados,188.0,4,Guadalajara,Tablet,25.0,1,15,452.0,Deportivo,1,0,,0.0,0,452.0
500553,Afiliados,161.0,1,CDMX,Movil,29.0,0,20,256.0,Ropa,1,3,62.0,0.004,1,
501450,Instagram,442.0,5,Guadalajara,Escritorio,45.0,1,0,391.0,Accesorios,1,0,,0.0,0,391.0
501435,Afiliados,242.0,11,Monterrey,Movil,35.0,0,15,464.0,Calzado,3,2,39.0,0.004,0,464.0
500583,Referido,198.0,8,Guadalajara,Tablet,27.0,0,15,605.0,Ropa,2,3,82.0,0.291,1,605.0
